#start1	start2	end1	end2	size2	name2
18563	1	18997	435	435	NODE_36_length_405_cov_2.654321
4328	1	4447	120	120	NODE_37_length_90_cov_2.977778
17116	1	17646	531	531	NODE_38_length_501_cov_1.762475
21518	1	21912	395	395	NODE_39_length_365_cov_2.613699
34895	1	34995	101	101	NODE_40_length_71_cov_1.915493
10768	1	10958	191	191	NODE_41_length_161_cov_2.378882
14777	1	15133	357	357	NODE_42_length_327_cov_2.773700
92922	1	93040	119	119	NODE_43_length_89_cov_2.516854
68274	1	68726	453	453	NODE_44_length_423_cov_2.685579
67082	1	67312	231	231	NODE_45_length_201_cov_2.980099
19720	1	19823	104	104	NODE_46_length_74_cov_2.770270
9078	1	9171	94	94	NODE_47_length_64_cov_1.562500
22791	1	22927	137	137	NODE_48_length_107_cov_1.560748
9740	1	9839	100	100	NODE_49_length_70_cov_1.857143
93842	1	94089	248	248	NODE_50_length_218_cov_1.490826
10163	1	10615	453	453	NODE_51_length_423_cov_2.645390
32522	1	32621	100	100	NODE_52_length_70_cov_1.485714
19144	1	19664	521	521	NODE_53_length_491_cov_2.405295
41865	1	41964	100	100	NODE_54_length_70_cov_2.214286
82916	1	83220	305	305	NODE_55_length_275_cov_2.032727
76545	1	76644	100	100	NODE_56_length_70_cov_1.585714
89409	1	89546	138	138	NODE_57_length_108_cov_1.703704
79502	1	79776	275	275	NODE_58_length_245_cov_1.885714
40616	1	40715	100	100	NODE_59_length_70_cov_1.342857
80063	1	80364	302	302	NODE_60_length_272_cov_1.555147
92233	1	92504	272	272	NODE_61_length_242_cov_1.599174
3581453	1	3581576	124	124	NODE_62_length_94_cov_2.670213
20438	1	20561	124	124	NODE_62_length_94_cov_2.670213
40280	1	40540	261	261	NODE_63_length_231_cov_2.259740
91590	1	91715	126	126	NODE_64_length_96_cov_1.447917
46027	1	46281	255	255	NODE_65_length_225_cov_1.720000
82558	1	82821	264	264	NODE_66_length_234_cov_1.192308
28080	1	28372	293	293	NODE_67_length_263_cov_1.802281
21287	1	21400	114	114	NODE_68_length_84_cov_3.023809
43821	1	44044	224	224	NODE_69_length_194_cov_1.742268
89184	1	89415	232	232	NODE_70_length_202_cov_2.975248
37408	1	38096	689	689	NODE_71_length_659_cov_2.280728
93048	1	93192	145	145	NODE_72_length_115_cov_2.556522
72347	1	72509	163	163	NODE_73_length_133_cov_1.947368
95512	1	95640	129	129	NODE_74_length_99_cov_1.949495
36842	1	36941	100	100	NODE_75_length_70_cov_2.414286
85374	1	85602	229	229	NODE_76_length_199_cov_1.718593
60588	1	60742	155	155	NODE_77_length_125_cov_1.232000
53607	1	53711	105	105	NODE_78_length_75_cov_2.333333
5551	23	5600	72	72	NODE_79_length_42_cov_2.523809
2302493	37	2302528	72	72	NODE_79_length_42_cov_2.523809
66607	1	66678	72	72	NODE_79_length_42_cov_2.523809
66661	1	66721	61	61	NODE_80_length_31_cov_1.064516
64709	1	64808	100	100	NODE_82_length_70_cov_1.857143
50966	1	51337	372	372	NODE_83_length_342_cov_1.602339
42764	1	43025	262	262	NODE_84_length_232_cov_1.159483
65542	1	65752	211	211	NODE_85_length_181_cov_1.430939
99540	1	99682	143	143	NODE_86_length_113_cov_1.336283
60110	1	60238	129	129	NODE_87_length_99_cov_1.313131
64242	1	64341	100	100	NODE_88_length_70_cov_1.400000
7300	1	7417	118	118	NODE_89_length_88_cov_2.170455
31579	1	31839	261	261	NODE_90_length_231_cov_2.064935
46492	1	46705	214	214	NODE_91_length_184_cov_1.820652
63016	1	63525	510	510	NODE_92_length_480_cov_2.275000
64329	1	64428	100	100	NODE_93_length_70_cov_1.800000
78687	1	78955	269	269	NODE_94_length_239_cov_1.380753
85061	1	85204	144	144	NODE_95_length_114_cov_2.105263
30588	1	30877	290	290	NODE_96_length_260_cov_1.511539
75968	1	76308	341	341	NODE_97_length_311_cov_1.787781
23947	1	24261	315	315	NODE_98_length_285_cov_2.228070
76821	1	76922	102	102	NODE_99_length_72_cov_3.680556
22475	1	22608	134	134	NODE_100_length_104_cov_1.384615
12483	1	12837	355	355	NODE_101_length_325_cov_2.083077
2656371	131	2656501	261	355	NODE_101_length_325_cov_2.083077
81103	1	81235	133	133	NODE_102_length_103_cov_1.359223
33673	1	33929	257	257	NODE_103_length_227_cov_2.986784
23094	1	23445	352	352	NODE_104_length_322_cov_1.829193
55754	1	56342	589	589	NODE_105_length_559_cov_3.220036
22905	1	23018	114	114	NODE_106_length_84_cov_1.880952
73438	1	73661	224	224	NODE_107_length_194_cov_1.195876
57170	1	57268	99	99	NODE_108_length_69_cov_1.782609
54016	1	54119	104	104	NODE_109_length_74_cov_3.081081
48365	1	48512	148	148	NODE_110_length_118_cov_2.754237
79749	1	79840	92	92	NODE_111_length_62_cov_2.596774
94297	1	94505	209	209	NODE_112_length_179_cov_2.106145
25558	1	25712	155	155	NODE_113_length_125_cov_2.336000
96285	1	96384	100	100	NODE_114_length_70_cov_1.600000
29748	1	30058	311	311	NODE_115_length_281_cov_1.896797
16879	1	16999	121	121	NODE_116_length_91_cov_3.736264
89885	1	90002	118	118	NODE_117_length_88_cov_2.386364
35079	1	35457	379	379	NODE_118_length_349_cov_1.848137
86537	1	86813	277	277	NODE_119_length_247_cov_1.700405
9195	1	9424	230	230	NODE_120_length_200_cov_1.715000
24420	1	24885	466	466	NODE_121_length_436_cov_2.149083
60946	1	61053	108	108	NODE_122_length_78_cov_2.705128
60384	1	60477	94	94	NODE_123_length_64_cov_2.000000
32995	1	33281	287	287	NODE_124_length_257_cov_1.587549
54133	1	54232	100	100	NODE_125_length_70_cov_2.000000
9939	1	10051	113	113	NODE_126_length_83_cov_3.036144
1065	1	1214	150	150	NODE_127_length_120_cov_1.158333
98777	1	98888	112	112	NODE_128_length_82_cov_2.353658
32835	1	32954	120	120	NODE_129_length_90_cov_1.733333
60748	1	60887	140	140	NODE_130_length_110_cov_1.500000
64082	1	64181	100	100	NODE_131_length_70_cov_2.200000
2418	1	2512	95	95	NODE_132_length_65_cov_1.753846
81814	1	81942	129	129	NODE_133_length_99_cov_1.747475
290	1	441	152	152	NODE_134_length_122_cov_3.049180
8245	1	8344	100	100	NODE_135_length_70_cov_2.442857
9816	1	9913	98	98	NODE_136_length_68_cov_1.985294
21424	1	21523	100	100	NODE_137_length_70_cov_2.000000
97518	1	97786	269	269	NODE_138_length_239_cov_2.535565
51424	1	51877	454	454	NODE_139_length_424_cov_2.259434
95704	1	95921	218	218	NODE_140_length_188_cov_1.404255
35964	1	36237	274	274	NODE_141_length_244_cov_2.577869
3561	1	3700	140	140	NODE_142_length_110_cov_1.536364
30260	1	30514	255	255	NODE_143_length_225_cov_1.382222
71634	1	71733	100	100	NODE_144_length_70_cov_2.228571
5158	1	5421	264	264	NODE_145_length_234_cov_1.970086
46968	1	47228	261	261	NODE_146_length_231_cov_2.337662
83300	1	83697	398	398	NODE_147_length_368_cov_2.062500
698642	187	698727	272	272	NODE_148_length_242_cov_3.380165
5590	1	5861	272	272	NODE_148_length_242_cov_3.380165
557	1	851	295	295	NODE_149_length_265_cov_1.849057
71845	1	72054	210	210	NODE_150_length_180_cov_1.450000
85178	1	85378	201	201	NODE_151_length_171_cov_2.619883
55196	1	55295	100	100	NODE_152_length_70_cov_1.557143
5028	1	5145	118	118	NODE_153_length_88_cov_2.181818
48891	1	48990	100	100	NODE_154_length_70_cov_2.485714
11778	1	12205	428	428	NODE_155_length_398_cov_2.193467
48532	1	48733	202	202	NODE_156_length_172_cov_2.383721
25148	1	25375	228	228	NODE_157_length_198_cov_1.050505
35449	1	35561	113	113	NODE_158_length_83_cov_2.481928
64817	1	64938	122	122	NODE_159_length_92_cov_2.815217
17009	1	17111	103	103	NODE_160_length_73_cov_1.712329
36729	1	36849	121	121	NODE_161_length_91_cov_2.021978
13606	1	13752	147	147	NODE_162_length_117_cov_1.905983
41139	1	41402	264	264	NODE_163_length_234_cov_3.358974
53210	1	53305	96	96	NODE_164_length_66_cov_2.000000
58651	1	58970	320	320	NODE_165_length_290_cov_1.810345
3201162	113	3201195	146	201	NODE_166_length_171_cov_1.777778
3672404	117	3672442	155	201	NODE_166_length_171_cov_1.777778
3982299	155	3982345	201	201	NODE_166_length_171_cov_1.777778
25711	1	25911	201	201	NODE_166_length_171_cov_1.777778
26841	1	27044	204	204	NODE_167_length_174_cov_1.103448
54238	1	54332	95	95	NODE_168_length_65_cov_1.569231
75070	1	75387	318	318	NODE_169_length_288_cov_2.034722
28617	1	28950	334	334	NODE_170_length_304_cov_1.493421
50146	1	50262	117	117	NODE_171_length_87_cov_1.586207
29424	1	29523	100	100	NODE_172_length_70_cov_1.271429
89581	1	89680	100	100	NODE_173_length_70_cov_1.900000
59594	1	59693	100	100	NODE_174_length_70_cov_1.685714
13038	1	13158	121	121	NODE_175_length_91_cov_2.494505
73156	1	73354	199	199	NODE_176_length_169_cov_1.875740
44498	1	44596	99	99	NODE_177_length_69_cov_1.956522
54557	1	54891	335	335	NODE_178_length_305_cov_2.642623
49639	1	49881	243	243	NODE_179_length_213_cov_1.619718
65985	1	66124	140	140	NODE_180_length_110_cov_2.063636
95417	1	95516	100	100	NODE_181_length_70_cov_1.714286
45653	1	45754	102	102	NODE_182_length_72_cov_1.013889
79889	1	79984	96	96	NODE_183_length_66_cov_2.636364
24898	1	25171	274	274	NODE_184_length_244_cov_1.372951
57437	1	57721	285	285	NODE_185_length_255_cov_1.478431
42336	1	42441	106	106	NODE_186_length_76_cov_1.842105
35822	1	35957	136	136	NODE_187_length_106_cov_1.830189
21171	1	21270	100	100	NODE_188_length_70_cov_2.714286
87698	1	87797	100	100	NODE_189_length_70_cov_2.000000
20901	1	21000	100	100	NODE_190_length_70_cov_2.814286
46321	1	46485	165	165	NODE_191_length_135_cov_2.037037
80554	1	80873	320	320	NODE_192_length_290_cov_1.637931
68793	1	69011	219	219	NODE_193_length_189_cov_1.423280
86220	1	86345	126	126	NODE_194_length_96_cov_1.708333
75720	1	75981	262	262	NODE_195_length_232_cov_2.327586
94557	1	94656	100	100	NODE_196_length_70_cov_1.500000
59182	1	59313	132	132	NODE_197_length_102_cov_2.098039
10082	1	10182	101	101	NODE_198_length_71_cov_2.492958
53867	1	53979	113	113	NODE_199_length_83_cov_2.240964
43069	1	43168	100	100	NODE_200_length_70_cov_1.928571
27983	1	28082	100	100	NODE_201_length_70_cov_1.371429
34297	1	34555	259	259	NODE_202_length_229_cov_2.004367
13518	1	13615	98	98	NODE_203_length_68_cov_1.852941
74220	1	74424	205	205	NODE_204_length_175_cov_1.588571
18204	1	18298	95	95	NODE_205_length_65_cov_1.707692
32286	1	32454	169	169	NODE_206_length_139_cov_1.661870
98440	1	98539	100	100	NODE_207_length_70_cov_2.085714
58131	1	58230	100	100	NODE_208_length_70_cov_2.142857
96932	1	97025	94	94	NODE_209_length_64_cov_1.625000
63553	1	63672	120	120	NODE_210_length_90_cov_2.655555
84834	1	84936	103	103	NODE_211_length_73_cov_2.534247
27573	1	27667	95	95	NODE_212_length_65_cov_1.630769
58244	1	58449	206	206	NODE_213_length_176_cov_2.386364
38693	1	38964	272	272	NODE_214_length_242_cov_1.433884
90416	1	90508	93	93	NODE_215_length_63_cov_1.952381
49324	1	49586	263	263	NODE_216_length_233_cov_1.343348
30884	1	30983	100	100	NODE_217_length_70_cov_1.514286
96034	1	96164	131	131	NODE_218_length_101_cov_2.079208
89998	1	90263	266	266	NODE_219_length_236_cov_2.072034
29565	1	29708	144	144	NODE_220_length_114_cov_1.754386
18038	1	18159	122	122	NODE_221_length_92_cov_2.956522
36318	1	36449	132	132	NODE_222_length_102_cov_2.049020
65240	1	65354	115	115	NODE_223_length_85_cov_1.364706
99147	1	99239	93	93	NODE_224_length_63_cov_1.952381
26057	1	26364	308	308	NODE_225_length_278_cov_1.665468
6079	1	6181	103	103	NODE_226_length_73_cov_2.657534
96582	1	96701	120	120	NODE_227_length_90_cov_2.300000
50382	1	50655	274	274	NODE_228_length_244_cov_1.372951
1741	1	1840	100	100	NODE_229_length_70_cov_1.342857
11194	1	11300	107	107	NODE_230_length_77_cov_1.818182
18414	1	18513	100	100	NODE_231_length_70_cov_1.400000
22375	1	22469	95	95	NODE_232_length_65_cov_2.000000
81986	1	82085	100	100	NODE_233_length_70_cov_1.457143
385489	12	385583	106	122	NODE_234_length_92_cov_1.369565
72765	1	72886	122	122	NODE_234_length_92_cov_1.369565
42415	1	42686	272	272	NODE_235_length_242_cov_1.446281
62800	1	63005	206	206	NODE_236_length_176_cov_1.687500
48742	1	48843	102	102	NODE_237_length_72_cov_1.916667
44349	1	44517	169	169	NODE_238_length_139_cov_1.007194
77598	1	77698	101	101	NODE_239_length_71_cov_2.464789
6829	1	6973	145	145	NODE_240_length_115_cov_1.217391
9606	1	9740	135	135	NODE_241_length_105_cov_2.000000
44644	1	44743	100	100	NODE_242_length_70_cov_2.985714
31952	1	32051	100	100	NODE_243_length_70_cov_2.042857
77827	1	77926	100	100	NODE_244_length_70_cov_1.900000
99265	1	99368	104	104	NODE_245_length_74_cov_1.891892
17902	1	18017	116	116	NODE_246_length_86_cov_3.313953
71762	1	71857	96	96	NODE_247_length_66_cov_1.121212
32165	1	32264	100	100	NODE_248_length_70_cov_2.300000
53282	1	53480	199	199	NODE_249_length_169_cov_1.952663
91955	1	92059	105	105	NODE_250_length_75_cov_1.280000
37000	1	37099	100	100	NODE_251_length_70_cov_2.214286
30116	1	30263	148	148	NODE_252_length_118_cov_1.601695
56727	1	56826	100	100	NODE_253_length_70_cov_1.685714
6396	1	6529	134	134	NODE_254_length_104_cov_1.346154
32668	1	32787	120	120	NODE_255_length_90_cov_1.622222
4471	1	4574	104	104	NODE_256_length_74_cov_2.783784
87136	1	87328	193	193	NODE_257_length_163_cov_1.496933
59343	1	59475	133	133	NODE_258_length_103_cov_1.174757
65841	1	65940	100	100	NODE_259_length_70_cov_1.785714
31040	1	31139	100	100	NODE_260_length_70_cov_2.085714
20713	1	20874	162	162	NODE_261_length_132_cov_2.242424
22594	1	22693	100	100	NODE_262_length_70_cov_1.985714
35648	1	35744	97	97	NODE_263_length_67_cov_1.313433
84702	1	84820	119	119	NODE_264_length_89_cov_2.303371
53683	1	53889	207	207	NODE_265_length_177_cov_1.497175
54377	1	54476	100	100	NODE_266_length_70_cov_1.457143
77710	1	77848	139	139	NODE_267_length_109_cov_1.871560
99352	1	99487	136	136	NODE_268_length_106_cov_1.660377
79279	1	79381	103	103	NODE_269_length_73_cov_1.917808
72049	1	72148	100	100	NODE_270_length_70_cov_1.800000
12875	1	12972	98	98	NODE_271_length_68_cov_2.000000
91488	1	91591	104	104	NODE_272_length_74_cov_1.162162
74551	1	74666	116	116	NODE_273_length_86_cov_1.476744
2931	1	3051	121	121	NODE_274_length_91_cov_1.956044
38267	1	38406	140	140	NODE_275_length_110_cov_1.236364
41999	1	42102	104	104	NODE_276_length_74_cov_2.554054
76392	1	76491	100	100	NODE_277_length_70_cov_2.271429
72206	1	72336	131	131	NODE_278_length_101_cov_1.247525
53458	1	53557	100	100	NODE_279_length_70_cov_2.442857
66576	1	66636	61	61	NODE_280_length_31_cov_1.290323
2302499	1	2302530	32	61	NODE_280_length_31_cov_1.290323
8379	1	8481	103	103	NODE_281_length_73_cov_1.917808
3581547	1	3581607	61	61	NODE_282_length_31_cov_1.580645
20407	1	20467	61	61	NODE_282_length_31_cov_1.580645
7170	1	7293	124	124	NODE_283_length_94_cov_2.053191
57016	1	57138	123	123	NODE_284_length_93_cov_2.010753
76709	1	76808	100	100	NODE_285_length_70_cov_1.828571
36460	1	36560	101	101	NODE_286_length_71_cov_3.394366
21932	1	22047	116	116	NODE_287_length_86_cov_2.267442
96441	1	96535	95	95	NODE_288_length_65_cov_1.369231
57299	1	57433	135	135	NODE_289_length_105_cov_1.552381
61068	1	61167	100	100	NODE_290_length_70_cov_1.957143
50865	1	50978	114	114	NODE_291_length_84_cov_1.035714
98650	1	98747	98	98	NODE_292_length_68_cov_1.779412
51893	1	51992	100	100	NODE_293_length_70_cov_2.057143
55057	1	55156	100	100	NODE_294_length_70_cov_1.485714
49009	1	49108	100	100	NODE_295_length_70_cov_1.771429
2568	1	2667	100	100	NODE_296_length_70_cov_1.385714
59455	1	59569	115	115	NODE_297_length_85_cov_2.470588
86104	1	86203	100	100	NODE_298_length_70_cov_1.742857
91849	1	91968	120	120	NODE_299_length_90_cov_1.455556
43191	1	43290	100	100	NODE_300_length_70_cov_1.985714
18330	1	18429	100	100	NODE_301_length_70_cov_1.885714
480	1	580	101	101	NODE_302_length_71_cov_1.887324
1570	1	1669	100	100	NODE_303_length_70_cov_1.214286
98297	1	98394	98	98	NODE_304_length_68_cov_1.735294
97779	1	97901	123	123	NODE_305_length_93_cov_1.505376
1049097	1	1049157	61	61	NODE_306_length_31_cov_1.709677
278998	1	279058	61	61	NODE_306_length_31_cov_1.709677
